rater,dyad,trialNum,turnNum,repNum,refType,refExp
Julia,4338-9f5cbb3a-a351-45e4-9b99-dc2737fd4658,9,6,3,block,0
Julia,4338-9f5cbb3a-a351-45e4-9b99-dc2737fd4658,10,0,3,block,0
Julia,4338-9f5cbb3a-a351-45e4-9b99-dc2737fd4658,10,2,3,block,0
Julia,4338-9f5cbb3a-a351-45e4-9b99-dc2737fd4658,10,4,3,block,0
Julia,4338-9f5cbb3a-a351-45e4-9b99-dc2737fd4658,11,0,3,block,0
Julia,4338-9f5cbb3a-a351-45e4-9b99-dc2737fd4658,11,2,3,block,0
Julia,4338-9f5cbb3a-a351-45e4-9b99-dc2737fd4658,11,4,3,block,0
Julia,4338-9f5cbb3a-a351-45e4-9b99-dc2737fd4658,11,6,3,block,0
Julia,9727-37a58c13-7178-412c-88d0-6b8841439106,0,0,0,block,1
Julia,9727-37a58c13-7178-412c-88d0-6b8841439106,0,2,0,block,3
Julia,9727-37a58c13-7178-412c-88d0-6b8841439106,0,4,0,block,1
Julia,9727-37a58c13-7178-412c-88d0-6b8841439106,0,6,0,block,1
Julia,9727-37a58c13-7178-412c-88d0-6b8841439106,0,8,0,block,1
Julia,9727-37a58c13-7178-412c-88d0-6b8841439106,1,0,0,block,2
Julia,9727-37a58c13-7178-412c-88d0-6b8841439106,1,2,0,block,2
Julia,9727-37a58c13-7178-412c-88d0-6b8841439106,1,4,0,block,1
Julia,9727-37a58c13-7178-412c-88d0-6b8841439106,1,6,0,block,2
Julia,9727-37a58c13-7178-412c-88d0-6b8841439106,2,0,0,block,2
Julia,9727-37a58c13-7178-412c-88d0-6b8841439106,2,2,0,block,2
Julia,9727-37a58c13-7178-412c-88d0-6b8841439106,2,4,0,block,1
Julia,9727-37a58c13-7178-412c-88d0-6b8841439106,2,6,0,block,1
Julia,9727-37a58c13-7178-412c-88d0-6b8841439106,2,8,0,block,2
Julia,9727-37a58c13-7178-412c-88d0-6b8841439106,3,0,1,block,2
Julia,9727-37a58c13-7178-412c-88d0-6b8841439106,3,2,1,block,1
Julia,9727-37a58c13-7178-412c-88d0-6b8841439106,3,4,1,block,0
Julia,9727-37a58c13-7178-412c-88d0-6b8841439106,3,6,1,block,1
Julia,9727-37a58c13-7178-412c-88d0-6b8841439106,4,0,1,block,0
Julia,9727-37a58c13-7178-412c-88d0-6b8841439106,4,2,1,block,2
Julia,9727-37a58c13-7178-412c-88d0-6b8841439106,5,0,1,block,0
Julia,9727-37a58c13-7178-412c-88d0-6b8841439106,5,2,1,block,2
Julia,9727-37a58c13-7178-412c-88d0-6b8841439106,6,0,2,block,2
Julia,9727-37a58c13-7178-412c-88d0-6b8841439106,6,2,2,block,1
Julia,9727-37a58c13-7178-412c-88d0-6b8841439106,7,0,2,block,0
Julia,9727-37a58c13-7178-412c-88d0-6b8841439106,7,2,2,block,2
Julia,9727-37a58c13-7178-412c-88d0-6b8841439106,8,0,2,block,0
Julia,9727-37a58c13-7178-412c-88d0-6b8841439106,8,2,2,block,2
Julia,9727-37a58c13-7178-412c-88d0-6b8841439106,9,0,3,block,2
Julia,9727-37a58c13-7178-412c-88d0-6b8841439106,9,2,3,block,0
Julia,9727-37a58c13-7178-412c-88d0-6b8841439106,10,0,3,block,2
Julia,9727-37a58c13-7178-412c-88d0-6b8841439106,10,2,3,block,0
Julia,9727-37a58c13-7178-412c-88d0-6b8841439106,11,0,3,block,2
Julia,9727-37a58c13-7178-412c-88d0-6b8841439106,11,2,3,block,1
Julia,7107-bbffa80b-65e8-48c4-8dda-3b66c9290064,0,0,0,block,1
Julia,7107-bbffa80b-65e8-48c4-8dda-3b66c9290064,0,2,0,block,1
Julia,7107-bbffa80b-65e8-48c4-8dda-3b66c9290064,0,4,0,block,1
Julia,7107-bbffa80b-65e8-48c4-8dda-3b66c9290064,0,6,0,block,1
Julia,7107-bbffa80b-65e8-48c4-8dda-3b66c9290064,0,8,0,block,1
Julia,7107-bbffa80b-65e8-48c4-8dda-3b66c9290064,0,10,0,block,1
Julia,7107-bbffa80b-65e8-48c4-8dda-3b66c9290064,0,12,0,block,1
Julia,7107-bbffa80b-65e8-48c4-8dda-3b66c9290064,0,14,0,block,1
Julia,7107-bbffa80b-65e8-48c4-8dda-3b66c9290064,1,0,0,block,1
Julia,7107-bbffa80b-65e8-48c4-8dda-3b66c9290064,1,2,0,block,1
Julia,7107-bbffa80b-65e8-48c4-8dda-3b66c9290064,1,4,0,block,1
Julia,7107-bbffa80b-65e8-48c4-8dda-3b66c9290064,1,6,0,block,1
Julia,7107-bbffa80b-65e8-48c4-8dda-3b66c9290064,1,8,0,block,1
Julia,7107-bbffa80b-65e8-48c4-8dda-3b66c9290064,1,10,0,block,1
Julia,7107-bbffa80b-65e8-48c4-8dda-3b66c9290064,1,12,0,block,1
Julia,7107-bbffa80b-65e8-48c4-8dda-3b66c9290064,1,14,0,block,1
Julia,7107-bbffa80b-65e8-48c4-8dda-3b66c9290064,1,16,0,block,1
Julia,7107-bbffa80b-65e8-48c4-8dda-3b66c9290064,2,0,0,block,1
Julia,7107-bbffa80b-65e8-48c4-8dda-3b66c9290064,2,2,0,block,1
Julia,7107-bbffa80b-65e8-48c4-8dda-3b66c9290064,2,4,0,block,1
Julia,7107-bbffa80b-65e8-48c4-8dda-3b66c9290064,2,6,0,block,1
Julia,7107-bbffa80b-65e8-48c4-8dda-3b66c9290064,2,8,0,block,1
Julia,7107-bbffa80b-65e8-48c4-8dda-3b66c9290064,2,10,0,block,1
Julia,7107-bbffa80b-65e8-48c4-8dda-3b66c9290064,2,12,0,block,1
Julia,7107-bbffa80b-65e8-48c4-8dda-3b66c9290064,2,14,0,block,1
Julia,7107-bbffa80b-65e8-48c4-8dda-3b66c9290064,3,0,1,block,1
Julia,7107-bbffa80b-65e8-48c4-8dda-3b66c9290064,3,2,1,block,1
Julia,7107-bbffa80b-65e8-48c4-8dda-3b66c9290064,3,4,1,block,1
Julia,7107-bbffa80b-65e8-48c4-8dda-3b66c9290064,3,6,1,block,1
Julia,7107-bbffa80b-65e8-48c4-8dda-3b66c9290064,3,8,1,block,1
Julia,7107-bbffa80b-65e8-48c4-8dda-3b66c9290064,3,10,1,block,1
Julia,7107-bbffa80b-65e8-48c4-8dda-3b66c9290064,4,0,1,block,1
Julia,7107-bbffa80b-65e8-48c4-8dda-3b66c9290064,4,2,1,block,1
Julia,7107-bbffa80b-65e8-48c4-8dda-3b66c9290064,4,4,1,block,1
Julia,7107-bbffa80b-65e8-48c4-8dda-3b66c9290064,4,6,1,block,2
Julia,7107-bbffa80b-65e8-48c4-8dda-3b66c9290064,4,8,1,block,1
Julia,7107-bbffa80b-65e8-48c4-8dda-3b66c9290064,5,0,1,block,1
Julia,7107-bbffa80b-65e8-48c4-8dda-3b66c9290064,5,2,1,block,1
Julia,7107-bbffa80b-65e8-48c4-8dda-3b66c9290064,6,0,2,block,1
Julia,7107-bbffa80b-65e8-48c4-8dda-3b66c9290064,6,2,2,block,2
Julia,7107-bbffa80b-65e8-48c4-8dda-3b66c9290064,7,0,2,block,2
Julia,7107-bbffa80b-65e8-48c4-8dda-3b66c9290064,7,2,2,block,2
Julia,7107-bbffa80b-65e8-48c4-8dda-3b66c9290064,8,0,2,block,2
Julia,7107-bbffa80b-65e8-48c4-8dda-3b66c9290064,8,2,2,block,1
Julia,7107-bbffa80b-65e8-48c4-8dda-3b66c9290064,9,0,3,block,1
Julia,7107-bbffa80b-65e8-48c4-8dda-3b66c9290064,9,2,3,block,2
Julia,7107-bbffa80b-65e8-48c4-8dda-3b66c9290064,10,0,3,block,2
Julia,7107-bbffa80b-65e8-48c4-8dda-3b66c9290064,10,2,3,block,1
Julia,7107-bbffa80b-65e8-48c4-8dda-3b66c9290064,11,0,3,block,2
Julia,7107-bbffa80b-65e8-48c4-8dda-3b66c9290064,11,2,3,block,2
Julia,6242-04991283-d3ba-401d-808a-e75f1fae51c0,0,0,0,block,2
Julia,6242-04991283-d3ba-401d-808a-e75f1fae51c0,0,2,0,block,2
Julia,6242-04991283-d3ba-401d-808a-e75f1fae51c0,0,4,0,block,3
Julia,6242-04991283-d3ba-401d-808a-e75f1fae51c0,0,6,0,block,3
Julia,6242-04991283-d3ba-401d-808a-e75f1fae51c0,1,0,0,block,1
Julia,6242-04991283-d3ba-401d-808a-e75f1fae51c0,1,2,0,block,3
Julia,6242-04991283-d3ba-401d-808a-e75f1fae51c0,1,4,0,block,2
Julia,6242-04991283-d3ba-401d-808a-e75f1fae51c0,1,6,0,block,2
Julia,6242-04991283-d3ba-401d-808a-e75f1fae51c0,2,0,0,block,4
Julia,6242-04991283-d3ba-401d-808a-e75f1fae51c0,2,2,0,block,2
Julia,6242-04991283-d3ba-401d-808a-e75f1fae51c0,2,4,0,block,2
Julia,6242-04991283-d3ba-401d-808a-e75f1fae51c0,3,0,1,block,2
Julia,6242-04991283-d3ba-401d-808a-e75f1fae51c0,3,2,1,block,3
Julia,6242-04991283-d3ba-401d-808a-e75f1fae51c0,3,4,1,block,2
Julia,6242-04991283-d3ba-401d-808a-e75f1fae51c0,4,0,1,block,1
Julia,6242-04991283-d3ba-401d-808a-e75f1fae51c0,4,2,1,block,2
Julia,6242-04991283-d3ba-401d-808a-e75f1fae51c0,5,0,1,block,1
Julia,6242-04991283-d3ba-401d-808a-e75f1fae51c0,5,2,1,block,3
Julia,6242-04991283-d3ba-401d-808a-e75f1fae51c0,5,4,1,block,1
Julia,6242-04991283-d3ba-401d-808a-e75f1fae51c0,6,0,2,block,2
Julia,6242-04991283-d3ba-401d-808a-e75f1fae51c0,6,2,2,block,2
Julia,6242-04991283-d3ba-401d-808a-e75f1fae51c0,7,0,2,block,2
Julia,6242-04991283-d3ba-401d-808a-e75f1fae51c0,7,2,2,block,3
Julia,6242-04991283-d3ba-401d-808a-e75f1fae51c0,8,0,2,block,3
Julia,6242-04991283-d3ba-401d-808a-e75f1fae51c0,8,2,2,block,1
Julia,6242-04991283-d3ba-401d-808a-e75f1fae51c0,8,4,2,block,1
Julia,6242-04991283-d3ba-401d-808a-e75f1fae51c0,8,6,2,block,1
Julia,6242-04991283-d3ba-401d-808a-e75f1fae51c0,9,0,3,block,1
Julia,6242-04991283-d3ba-401d-808a-e75f1fae51c0,9,2,3,block,3
Julia,6242-04991283-d3ba-401d-808a-e75f1fae51c0,10,0,3,block,0
Julia,6242-04991283-d3ba-401d-808a-e75f1fae51c0,11,0,3,block,1
Julia,6242-04991283-d3ba-401d-808a-e75f1fae51c0,11,2,3,block,3
Julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,0,0,0,block,2
Julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,0,2,0,block,2
Julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,0,4,0,block,2
Julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,0,6,0,block,1
Julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,0,8,0,block,1
Julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,1,0,0,block,2
Julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,1,2,0,block,2
Julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,1,4,0,block,1
Julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,1,6,0,block,2
Julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,1,8,0,block,1
Julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,2,0,0,block,3
Julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,2,2,0,block,1
Julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,2,4,0,block,1
Julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,2,6,0,block,1
Julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,2,8,0,block,1
Julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,3,0,1,block,0
Julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,3,2,1,block,2
Julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,3,4,1,block,1
Julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,3,6,1,block,2
Julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,3,8,1,block,1
Julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,4,0,1,block,3
Julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,4,2,1,block,1
Julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,4,4,1,block,2
Julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,4,6,1,block,2
Julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,5,0,1,block,2
Julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,5,2,1,block,1
Julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,5,4,1,block,2
Julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,5,6,1,block,2
Julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,6,0,2,block,2
Julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,6,2,2,block,2
Julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,6,4,2,block,3
Julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,6,6,2,block,1
Julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,7,0,2,block,3
Julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,7,2,2,block,1
Julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,7,4,2,block,2
Julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,7,6,2,block,1
Julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,8,0,2,block,3
Julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,8,2,2,block,2
Julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,8,4,2,block,2
Julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,8,6,2,block,1
Julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,9,0,3,block,3
Julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,9,2,3,block,1
Julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,9,4,3,block,2
Julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,9,6,3,block,1
Julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,10,0,3,block,1
Julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,10,2,3,block,1
Julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,10,4,3,block,1
Julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,10,6,3,block,1
Julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,11,0,3,block,1
Julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,11,2,3,block,1
Julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,11,4,3,block,2
Julia,0110-5784fec9-109a-4d7a-a343-4820f4d42144,11,6,3,block,2
Julia,2708-886eba61-2274-429a-bd7e-05b4e0a5630d,0,0,0,block,1
Julia,2708-886eba61-2274-429a-bd7e-05b4e0a5630d,0,2,0,block,1
Julia,2708-886eba61-2274-429a-bd7e-05b4e0a5630d,0,4,0,block,1
Julia,2708-886eba61-2274-429a-bd7e-05b4e0a5630d,0,6,0,block,2
Julia,2708-886eba61-2274-429a-bd7e-05b4e0a5630d,0,8,0,block,2
Julia,2708-886eba61-2274-429a-bd7e-05b4e0a5630d,0,10,0,block,1
Julia,2708-886eba61-2274-429a-bd7e-05b4e0a5630d,1,0,0,block,1
Julia,2708-886eba61-2274-429a-bd7e-05b4e0a5630d,1,2,0,block,1
Julia,2708-886eba61-2274-429a-bd7e-05b4e0a5630d,1,4,0,block,2
Julia,2708-886eba61-2274-429a-bd7e-05b4e0a5630d,1,6,0,block,2
Julia,2708-886eba61-2274-429a-bd7e-05b4e0a5630d,1,8,0,block,1
Julia,2708-886eba61-2274-429a-bd7e-05b4e0a5630d,1,10,0,block,1
Julia,2708-886eba61-2274-429a-bd7e-05b4e0a5630d,2,0,0,block,2
Julia,2708-886eba61-2274-429a-bd7e-05b4e0a5630d,2,2,0,block,1
Julia,2708-886eba61-2274-429a-bd7e-05b4e0a5630d,2,4,0,block,1
Julia,2708-886eba61-2274-429a-bd7e-05b4e0a5630d,2,6,0,block,1
Julia,2708-886eba61-2274-429a-bd7e-05b4e0a5630d,2,8,0,block,1
Julia,2708-886eba61-2274-429a-bd7e-05b4e0a5630d,2,10,0,block,1
Julia,2708-886eba61-2274-429a-bd7e-05b4e0a5630d,2,12,0,block,1
Julia,2708-886eba61-2274-429a-bd7e-05b4e0a5630d,3,0,1,block,1
Julia,2708-886eba61-2274-429a-bd7e-05b4e0a5630d,3,2,1,block,1
Julia,2708-886eba61-2274-429a-bd7e-05b4e0a5630d,3,4,1,block,1
Julia,2708-886eba61-2274-429a-bd7e-05b4e0a5630d,3,6,1,block,2
Julia,2708-886eba61-2274-429a-bd7e-05b4e0a5630d,3,8,1,block,2
Julia,2708-886eba61-2274-429a-bd7e-05b4e0a5630d,4,0,1,block,2
Julia,2708-886eba61-2274-429a-bd7e-05b4e0a5630d,4,2,1,block,1
Julia,2708-886eba61-2274-429a-bd7e-05b4e0a5630d,4,4,1,block,1
Julia,2708-886eba61-2274-429a-bd7e-05b4e0a5630d,4,6,1,block,1
Julia,2708-886eba61-2274-429a-bd7e-05b4e0a5630d,4,8,1,block,1
Julia,2708-886eba61-2274-429a-bd7e-05b4e0a5630d,4,10,1,block,1
Julia,2708-886eba61-2274-429a-bd7e-05b4e0a5630d,5,0,1,block,2
Julia,2708-886eba61-2274-429a-bd7e-05b4e0a5630d,5,2,1,block,2
Julia,2708-886eba61-2274-429a-bd7e-05b4e0a5630d,5,4,1,block,2
Julia,2708-886eba61-2274-429a-bd7e-05b4e0a5630d,5,6,1,block,2
Julia,2708-886eba61-2274-429a-bd7e-05b4e0a5630d,6,0,2,block,2
Julia,2708-886eba61-2274-429a-bd7e-05b4e0a5630d,6,2,2,block,2
Julia,2708-886eba61-2274-429a-bd7e-05b4e0a5630d,6,4,2,block,2
Julia,2708-886eba61-2274-429a-bd7e-05b4e0a5630d,6,6,2,block,2
Julia,2708-886eba61-2274-429a-bd7e-05b4e0a5630d,7,0,2,block,2
Julia,2708-886eba61-2274-429a-bd7e-05b4e0a5630d,7,2,2,block,1
Julia,2708-886eba61-2274-429a-bd7e-05b4e0a5630d,7,4,2,block,1
Julia,2708-886eba61-2274-429a-bd7e-05b4e0a5630d,7,6,2,block,1
Julia,2708-886eba61-2274-429a-bd7e-05b4e0a5630d,8,0,2,block,2
Julia,2708-886eba61-2274-429a-bd7e-05b4e0a5630d,8,2,2,block,2
Julia,2708-886eba61-2274-429a-bd7e-05b4e0a5630d,8,4,2,block,2
Julia,2708-886eba61-2274-429a-bd7e-05b4e0a5630d,8,6,2,block,2
Julia,2708-886eba61-2274-429a-bd7e-05b4e0a5630d,9,0,3,block,2
Julia,2708-886eba61-2274-429a-bd7e-05b4e0a5630d,9,2,3,block,2
Julia,2708-886eba61-2274-429a-bd7e-05b4e0a5630d,9,4,3,block,2
Julia,2708-886eba61-2274-429a-bd7e-05b4e0a5630d,9,6,3,block,2
Julia,2708-886eba61-2274-429a-bd7e-05b4e0a5630d,10,0,3,block,2
Julia,2708-886eba61-2274-429a-bd7e-05b4e0a5630d,10,2,3,block,2
Julia,2708-886eba61-2274-429a-bd7e-05b4e0a5630d,10,4,3,block,2
Julia,2708-886eba61-2274-429a-bd7e-05b4e0a5630d,10,6,3,block,2
Julia,2708-886eba61-2274-429a-bd7e-05b4e0a5630d,11,0,3,block,2
Julia,2708-886eba61-2274-429a-bd7e-05b4e0a5630d,11,2,3,block,2
Julia,2708-886eba61-2274-429a-bd7e-05b4e0a5630d,11,4,3,block,2
Julia,2708-886eba61-2274-429a-bd7e-05b4e0a5630d,11,6,3,block,2
Julia,7626-0712c1b0-02c7-4b3a-b96c-e0a592c7060a,0,0,0,block,3
Julia,7626-0712c1b0-02c7-4b3a-b96c-e0a592c7060a,0,2,0,block,1
Julia,7626-0712c1b0-02c7-4b3a-b96c-e0a592c7060a,0,4,0,block,1
Julia,7626-0712c1b0-02c7-4b3a-b96c-e0a592c7060a,0,6,0,block,1
Julia,7626-0712c1b0-02c7-4b3a-b96c-e0a592c7060a,0,8,0,block,1
Julia,7626-0712c1b0-02c7-4b3a-b96c-e0a592c7060a,1,0,0,block,2
Julia,7626-0712c1b0-02c7-4b3a-b96c-e0a592c7060a,1,2,0,block,2
Julia,7626-0712c1b0-02c7-4b3a-b96c-e0a592c7060a,1,4,0,block,2
Julia,7626-0712c1b0-02c7-4b3a-b96c-e0a592c7060a,1,6,0,block,1
Julia,7626-0712c1b0-02c7-4b3a-b96c-e0a592c7060a,2,0,0,block,2
Julia,7626-0712c1b0-02c7-4b3a-b96c-e0a592c7060a,2,2,0,block,2
Julia,7626-0712c1b0-02c7-4b3a-b96c-e0a592c7060a,2,4,0,block,0
Julia,7626-0712c1b0-02c7-4b3a-b96c-e0a592c7060a,3,0,1,block,2
Julia,7626-0712c1b0-02c7-4b3a-b96c-e0a592c7060a,3,2,1,block,4
Julia,7626-0712c1b0-02c7-4b3a-b96c-e0a592c7060a,3,4,1,block,2
Julia,7626-0712c1b0-02c7-4b3a-b96c-e0a592c7060a,3,6,1,block,1
Julia,7626-0712c1b0-02c7-4b3a-b96c-e0a592c7060a,4,0,1,block,0
Julia,7626-0712c1b0-02c7-4b3a-b96c-e0a592c7060a,4,2,1,block,0
Julia,7626-0712c1b0-02c7-4b3a-b96c-e0a592c7060a,5,0,1,block,0
Julia,7626-0712c1b0-02c7-4b3a-b96c-e0a592c7060a,5,2,1,block,1
Julia,7626-0712c1b0-02c7-4b3a-b96c-e0a592c7060a,5,4,1,block,2
Julia,7626-0712c1b0-02c7-4b3a-b96c-e0a592c7060a,5,6,1,block,1
Julia,7626-0712c1b0-02c7-4b3a-b96c-e0a592c7060a,6,0,2,block,0
Julia,7626-0712c1b0-02c7-4b3a-b96c-e0a592c7060a,6,2,2,block,1
Julia,7626-0712c1b0-02c7-4b3a-b96c-e0a592c7060a,6,4,2,block,2
Julia,7626-0712c1b0-02c7-4b3a-b96c-e0a592c7060a,7,0,2,block,0
Julia,7626-0712c1b0-02c7-4b3a-b96c-e0a592c7060a,8,0,2,block,0
Julia,7626-0712c1b0-02c7-4b3a-b96c-e0a592c7060a,9,0,3,block,0
Julia,7626-0712c1b0-02c7-4b3a-b96c-e0a592c7060a,10,0,3,block,0
Julia,7626-0712c1b0-02c7-4b3a-b96c-e0a592c7060a,11,0,3,block,0
Julia,4775-f8e92f00-dc0e-4a42-9216-2d1feab7e57c,0,0,0,block,2
Julia,4775-f8e92f00-dc0e-4a42-9216-2d1feab7e57c,0,2,0,block,2
Julia,4775-f8e92f00-dc0e-4a42-9216-2d1feab7e57c,0,4,0,block,3
Julia,4775-f8e92f00-dc0e-4a42-9216-2d1feab7e57c,1,0,0,block,2
Julia,4775-f8e92f00-dc0e-4a42-9216-2d1feab7e57c,1,2,0,block,2
Julia,4775-f8e92f00-dc0e-4a42-9216-2d1feab7e57c,1,4,0,block,1
Julia,4775-f8e92f00-dc0e-4a42-9216-2d1feab7e57c,1,6,0,block,2
Julia,4775-f8e92f00-dc0e-4a42-9216-2d1feab7e57c,2,0,0,block,3
Julia,4775-f8e92f00-dc0e-4a42-9216-2d1feab7e57c,2,2,0,block,4
Julia,4775-f8e92f00-dc0e-4a42-9216-2d1feab7e57c,2,4,0,block,1
Julia,4775-f8e92f00-dc0e-4a42-9216-2d1feab7e57c,3,0,1,block,2
Julia,4775-f8e92f00-dc0e-4a42-9216-2d1feab7e57c,3,2,1,block,4
Julia,4775-f8e92f00-dc0e-4a42-9216-2d1feab7e57c,3,4,1,block,2
Julia,4775-f8e92f00-dc0e-4a42-9216-2d1feab7e57c,4,0,1,block,3
Julia,4775-f8e92f00-dc0e-4a42-9216-2d1feab7e57c,4,2,1,block,1
Julia,4775-f8e92f00-dc0e-4a42-9216-2d1feab7e57c,5,0,1,block,0
Julia,4775-f8e92f00-dc0e-4a42-9216-2d1feab7e57c,6,0,2,block,0
Julia,4775-f8e92f00-dc0e-4a42-9216-2d1feab7e57c,7,0,2,block,0
Julia,4775-f8e92f00-dc0e-4a42-9216-2d1feab7e57c,8,0,2,block,0
Julia,4775-f8e92f00-dc0e-4a42-9216-2d1feab7e57c,9,0,3,block,0
Julia,4775-f8e92f00-dc0e-4a42-9216-2d1feab7e57c,10,0,3,block,0
Julia,4775-f8e92f00-dc0e-4a42-9216-2d1feab7e57c,11,0,3,block,0
Julia,2409-8e3cd70d-3066-4782-9d23-e3fecd179ac1,0,0,0,block,1
Julia,2409-8e3cd70d-3066-4782-9d23-e3fecd179ac1,0,2,0,block,1
Julia,2409-8e3cd70d-3066-4782-9d23-e3fecd179ac1,0,4,0,block,1
Julia,2409-8e3cd70d-3066-4782-9d23-e3fecd179ac1,0,6,0,block,1
Julia,2409-8e3cd70d-3066-4782-9d23-e3fecd179ac1,0,8,0,block,1
Julia,2409-8e3cd70d-3066-4782-9d23-e3fecd179ac1,0,10,0,block,0
Julia,2409-8e3cd70d-3066-4782-9d23-e3fecd179ac1,0,12,0,block,1
Julia,2409-8e3cd70d-3066-4782-9d23-e3fecd179ac1,0,14,0,block,1
Julia,2409-8e3cd70d-3066-4782-9d23-e3fecd179ac1,1,0,0,block,1
Julia,2409-8e3cd70d-3066-4782-9d23-e3fecd179ac1,1,2,0,block,1
Julia,2409-8e3cd70d-3066-4782-9d23-e3fecd179ac1,1,4,0,block,1
Julia,2409-8e3cd70d-3066-4782-9d23-e3fecd179ac1,1,6,0,block,1
Julia,2409-8e3cd70d-3066-4782-9d23-e3fecd179ac1,1,8,0,block,1
Julia,2409-8e3cd70d-3066-4782-9d23-e3fecd179ac1,1,10,0,block,1
Julia,2409-8e3cd70d-3066-4782-9d23-e3fecd179ac1,1,12,0,block,1
Julia,2409-8e3cd70d-3066-4782-9d23-e3fecd179ac1,1,14,0,block,1
Julia,2409-8e3cd70d-3066-4782-9d23-e3fecd179ac1,2,0,0,block,1
Julia,2409-8e3cd70d-3066-4782-9d23-e3fecd179ac1,2,2,0,block,1
Julia,2409-8e3cd70d-3066-4782-9d23-e3fecd179ac1,2,4,0,block,1
Julia,2409-8e3cd70d-3066-4782-9d23-e3fecd179ac1,2,6,0,block,1
Julia,2409-8e3cd70d-3066-4782-9d23-e3fecd179ac1,2,8,0,block,1
Julia,2409-8e3cd70d-3066-4782-9d23-e3fecd179ac1,2,10,0,block,1
Julia,2409-8e3cd70d-3066-4782-9d23-e3fecd179ac1,2,12,0,block,1
Julia,2409-8e3cd70d-3066-4782-9d23-e3fecd179ac1,2,14,0,block,1
Julia,2409-8e3cd70d-3066-4782-9d23-e3fecd179ac1,3,0,1,block,1
Julia,2409-8e3cd70d-3066-4782-9d23-e3fecd179ac1,3,2,1,block,1
Julia,2409-8e3cd70d-3066-4782-9d23-e3fecd179ac1,3,4,1,block,1
Julia,2409-8e3cd70d-3066-4782-9d23-e3fecd179ac1,3,6,1,block,1
Julia,2409-8e3cd70d-3066-4782-9d23-e3fecd179ac1,3,8,1,block,1
Julia,2409-8e3cd70d-3066-4782-9d23-e3fecd179ac1,3,10,1,block,1
Julia,2409-8e3cd70d-3066-4782-9d23-e3fecd179ac1,3,12,1,block,1
Julia,2409-8e3cd70d-3066-4782-9d23-e3fecd179ac1,3,14,1,block,1
Julia,2409-8e3cd70d-3066-4782-9d23-e3fecd179ac1,4,0,1,block,1
Julia,2409-8e3cd70d-3066-4782-9d23-e3fecd179ac1,4,2,1,block,1
Julia,2409-8e3cd70d-3066-4782-9d23-e3fecd179ac1,4,4,1,block,1
Julia,2409-8e3cd70d-3066-4782-9d23-e3fecd179ac1,4,6,1,block,1
