Unnamed: 0,_id,assignmentId,comments,confused,eventType,gameID,gameid,individualPracticeAttempts,isHuman,iterationName,leftTarget,nativeEnglish,pairedPracticeFails,repNum,rightTarget,role,score,strategy,time,totalLength,turnNum,flagged
1,5f516bfd1034572e66880366,352YTHGROZD4HRGVPNI8CZ14KUV4HH,"No, thank you~~~  Very fun and interesting assignment~~~",yes,exitSurvey,A3SRVRFTL8413I,9657-c3bd4e6c-f5e7-4c28-806f-df1659054e15,1.0,human,pilot4,Pi,yes,0.0,,L,listener,300,"I just tried my best to follow the directions, they were not very clear, or precise~~~",1599171581276.0,3309074,0,False
0,5f518bd51034572e66880422,3ITXP059P0JJAIDW3OHBMFXPB2QSJ5,No problems,yes,exitSurvey,A1WVNDH62P2UNZ,4334-7f719cb4-3b13-45f8-881a-d0cb421d5356,0.0,human,pilot4,Pi,yes,2.0,,L,listener,465,Well i listened to my partners instructions and hope they were given right~~~,1599179733410.0,3270325,0,False
1,5f518be11034572e66880423,3907X2AHF45MRUZW4M7PST6XM7V2PA,no,yes,exitSurvey,A1U9YAKV28PNTX,4334-7f719cb4-3b13-45f8-881a-d0cb421d5356,0.0,human,pilot4,Pi,yes,2.0,,L,speaker,465,yes but it failed,1599179745958.0,4213586,0,False
0,5f5802b51034572e66880600,3S06PH7KSV46DCEAG9GGNGF3HHCD1N,,yes,exitSurvey,A1H2E85EW10IO3,7112-d350e277-fe2c-4544-a08a-d508e09524c4,0.0,human,pilot4b,C,yes,0.0,,L,speaker,565,be as straightforward as possible,1599603381925.0,2082406,0,False
1,5f5802bf1034572e66880607,33L7PJKHCKYV51US1KPA7UKXY958TK,None,yes,exitSurvey,A3VENK02U0X16N,7112-d350e277-fe2c-4544-a08a-d508e09524c4,0.0,human,pilot4b,C,yes,0.0,,L,listener,565,Matching the edge of the block to the closest edge,1599603391475.0,1950171,0,False
0,5f5808151034572e6688077d,3VSOLARPKF9QKPF8RXPXPDBAOGA39N,No problems,yes,exitSurvey,A2FZBKFL7SCHHL,1690-8f854c73-420c-4820-b76f-2c2ac28a3035,1.0,program,pilot4b,Pi,yes,0.0,,L,speaker,530,Over time I started to figure out a way to combine steps so we would have fewer back and forth sessions~~~,1599604757131.0,3274320,0,False
1,5f58081a1034572e6688077e,3WRFBPLXREOB9RJ2S7827E6UT5RN36,No,yes,exitSurvey,A9FZ3UA691V8O,1690-8f854c73-420c-4820-b76f-2c2ac28a3035,0.0,human,pilot4b,Pi,yes,0.0,,L,listener,530,I completely followed the instructions from the other player who played as architect,1599604762204.0,3159380,0,False
0,5f58043d1034572e66880687,3QILPRALQ9VXAOP84O3YYVE59RJ8NJ,I did not notice any problems~~~,yes,exitSurvey,A13WTEQ06V3B6D,9632-7cb9b1c5-1c5e-41e1-8c6d-3d2112772936,0.0,human,pilot4b,Pi,yes,0.0,,L,speaker,545,I tried to tell my partner what column and what color the blocks should go~~~,1599603773032.0,2142344,0,False
1,5f5804441034572e66880688,3BF51CHDTZANI3YU6MV60WBR4HYH0W,no problems,yes,exitSurvey,A1IQUHRI7G63YF,9632-7cb9b1c5-1c5e-41e1-8c6d-3d2112772936,0.0,human,pilot4b,Pi,yes,0.0,,L,listener,545,Use the coordinates given by the architect,1599603780347.0,1594996,0,False
0,5f5808e41034572e668807b0,3KWTYT08743OZ63LUDGG9J0P26IL5S,no,yes,exitSurvey,A4DWQTQILDXO7,4707-961944fa-e708-42f9-b799-7f154252d87a,1.0,human,pilot4b,C,yes,0.0,,L,listener,335,based on the instructions,1599604963998.0,2532513,0,False
1,5f5808e41034572e668807b1,3X1FV8S5J1RPB84ZPD1D0PPGJDYGVO,Very difficult to communicate and the first 7 or so rounds were wasted because partner kept moving on with just one instruction,yes,exitSurvey,A1GRPIBHW72HDU,4707-961944fa-e708-42f9-b799-7f154252d87a,1.0,human,pilot4b,C,yes,0.0,,L,speaker,335,I tried communicating the best I could in small simple terms to fit them in the character limit~~~,1599604964537.0,2699235,0,False
0,5f580c141034572e66880859,3BC8WZX3V7WO7RWWW4QFYWEK0HARRI,nope,yes,exitSurvey,A2IGPW784OFV3D,9538-6724d3df-3134-4888-8fa3-1ac1151dbb6e,0.0,human,pilot4b,C,yes,0.0,,L,listener,555,Just do what my partner said~~~,1599605780907.0,2114502,0,False
1,5f580c901034572e66880877,3WLEIWSYHSHUED18L9ZKJK461FIH2G,No,yes,exitSurvey,A1VZSFHTU51JP0,9538-6724d3df-3134-4888-8fa3-1ac1151dbb6e,2.0,human,pilot4b,C,yes,0.0,,L,speaker,555,I figured out a shorter communication style in a way between us and it seemed to work~~~ They understood me and it made it all more fluid~~~,1599605904360.0,2317251,0,False
0,5f580fa91034572e668809cc,3LQ8PUHQFPSYPYFAACKC60BNQC3IHI,No,yes,exitSurvey,A1TEXCUTI4IUUN,5388-feecb26d-5de8-4f38-b53d-e1611dbe6cac,2.0,human,pilot4b,Pi,yes,0.0,,L,listener,540,"Follow and learn the instructions given by my partner, at the end we needed less time to perform the trials",1599606697057.0,1224639,0,False
1,5f580fde1034572e668809e2,37QW5D2ZRKMUQ1HDCKKKXPOBWRF8SL,"The timer felt a little inconsistent in cutting off input, but otherwise no issues",yes,exitSurvey,A28P6WY5WP7F9Y,5388-feecb26d-5de8-4f38-b53d-e1611dbe6cac,0.0,human,pilot4b,Pi,yes,0.0,,L,speaker,540,"I began giving instructions that focused on the left shape, followed by the right shape~~~ When the same shape came up I would give as close to the same instructions as before, and then would give that shape a level (L-shape, C-shape, lowercase n-shape)~~~ By the end I could just say ""L-shape left tick, C-shape right tick"" and my partner would know exactly what to do~~~",1599606750377.0,1332314,0,False
0,5f5813281034572e66880b82,3C2NJ6JBKEHMO9NJO7UXO412NSFN2L,No problems~~~~~~~~~thanks!,yes,exitSurvey,AGDFBU9CK6Z9R,3475-290af8ae-e48a-4b6d-887b-05bc7f9b96b3,1.0,human,pilot4b,Pi,yes,1.0,,L,speaker,440,Trying to become more coherent with my instructions~~~  I think we were clicking pretty well by the end~~~,1599607592848.0,2091285,0,False
1,5f58133c1034572e66880b8b,3WRFBPLXREOB9RJ2S7827E6UT6FN3W,At first I felt my partner believed I could overlap blocks but that was sorted out fairly quick~~~,yes,exitSurvey,A3O0QZQ4V2IXT7,3475-290af8ae-e48a-4b6d-887b-05bc7f9b96b3,0.0,human,pilot4b,Pi,yes,1.0,,L,listener,440,I just tried following the instructions~~~ I felt badly when I messed up and could not apologize to my partner though :),1599607612231.0,1901727,0,False
0,5f5817a61034572e66880cc4,3N4BPTXIOCSU0FBIAECN2VFQCOUKUW,Whew~~~~~~~~~that was hard~~~ Wanted more characters for message~~~,yes,exitSurvey,A1O57XVTTB1PNZ,5108-ab1ab188-eb12-46f4-9259-bac3a57eeccb,1.0,human,pilot4b,C,yes,0.0,,L,speaker,485,Trying to figure out how best to describe the shape in relation to the darn Red Center line~~~,1599608742280.0,3009682,0,False
1,5f5817ee1034572e66880ccf,3CFVK00FWPLKIA3ZZWQL1PEPY2HL6Y,"I sometimes got confused with what my partner would send, however, I always tried to finish before thirty seconds~~~ Overall, my partner did a good job with instructions and I did my best at trying to understand them quickly~~~",yes,exitSurvey,AEXA1CPBHT85H,5108-ab1ab188-eb12-46f4-9259-bac3a57eeccb,0.0,human,pilot4b,C,yes,0.0,,L,listener,485,"The strategy was to simplify the two blocks used, so we labeled one as V for vertical and one as H for horizontal blocks~~~",1599608814395.0,2996270,0,False
0,5f5812111034572e66880b03,3JNQLM5FT8MW09KYCUEIBCXDIWZ2LG,,yes,exitSurvey,A2WNTI69VVVWMZ,3988-20e89f81-a9f9-4ca2-84b8-789d4cdbdf9c,0.0,human,pilot4b,C,yes,0.0,,L,speaker,530,"I would try to be precise as possible with instructions~~~ Then when I saw patterns for the shapes, I would try to communicate that with my partner so we could go through it quicker~~~",1599607313504.0,1274822,0,False
1,5f58121f1034572e66880b09,3ZAK8W07I8ESNP4E6L25JB0HYQQU02,"No, I did not experience any issues with the experiment~~~",yes,exitSurvey,A2AWSN5CWONM8,3988-20e89f81-a9f9-4ca2-84b8-789d4cdbdf9c,1.0,human,pilot4b,C,yes,0.0,,L,listener,530,I followed the instructions provided by my partner~~~,1599607327607.0,1266022,0,False
0,5f5814a91034572e66880c29,3G2UL9A02HEL3PEXV2PBIKWO3I4672,no,yes,exitSurvey,A2IRBZJJEB9P5E,8328-477b1bad-8e0f-4f60-b7a7-dff9a8669612,2.0,human,pilot4b,Pi,yes,0.0,,L,speaker,500,I tried to exlain the exact places to put the block and then they turned into shapes that I could easily tell them what to build,1599607977288.0,1990977,0,False
1,5f5814ae1034572e66880c2d,3X3OR7WPZ307MOMNSBNJL3AG4X7L8K,no,yes,exitSurvey,AA5ZDXAA2DLY1,8328-477b1bad-8e0f-4f60-b7a7-dff9a8669612,0.0,human,pilot4b,Pi,yes,0.0,,L,listener,500,"I just tried to understand the directions that they were giving me~~~ It took me a while, but eventually we became in sync and could proceed quickly",1599607982446.0,1948187,0,False
0,5f5815151034572e66880c3b,37FMASSAYGROYLCOAKAGKP8PVZYBIV,no,yes,exitSurvey,A1YHIQHLLLQIIQ,9044-eb5aa746-4e26-4f4e-97f3-1e87a82daa74,1.0,human,pilot4b,Pi,yes,1.0,,C,listener,330,to listen and judge my best to interpret the move,1599608085333.0,1967791,0,False
1,5f5815361034572e66880c42,3DHE4R9OC0BGEH6X13H2YKS5MGTG26,This does not pay enough for the time it takes to get through this experiment~~~,yes,exitSurvey,A10UWP6T47G9TR,9044-eb5aa746-4e26-4f4e-97f3-1e87a82daa74,0.0,human,pilot4b,Pi,yes,1.0,,C,speaker,330,"I tried at first but the person wasn't reading the instructions closely and it was taking forever so I just said ""eff it""",1599608118631.0,2006807,0,False
0,5f581f0a1034572e66880eee,3IX2EGZR7FJ793DJOZH6W5STQ0SJRU,no~~~,yes,exitSurvey,A3JC9VPPTHNKVL,1365-1fb4edd2-7f85-4cc2-ac87-8770467a91d7,1.0,human,pilot4b,C,yes,2.0,,L,speaker,295,"tried explaining by left/right of the line, tries the shape (""L"" upside down ""U""), and also co-ordinates, but my partner was not getting any of it, and gave up and started placing blocks randomly~~~",1599610634191.0,2849423,0,False
1,5f581f321034572e66880f00,358UUM7WR33EP8CHNQS9TFNKZ5YR71,no,yes,exitSurvey,A3GMLJGZJ5V2CD,1365-1fb4edd2-7f85-4cc2-ac87-8770467a91d7,1.0,human,pilot4b,C,yes,2.0,,L,listener,295,nice,1599610674119.0,2586186,0,False
0,5f581cc51034572e66880deb,3DI28L7YXEEB5ISAC4R0TYXOHU0E16,none,yes,exitSurvey,A5BUUXDPUKSUD,0312-5a54cbf3-4d0e-484b-b7f8-ecb4b63910f7,0.0,human,pilot4b,Pi,yes,0.0,,L,speaker,360,nice,1599610053470.0,1721734,0,False
1,5f581cf21034572e66880e05,3XCC1ODXDPBOVQHWJP1FT64F4VUQR2,none,yes,exitSurvey,A1RDRK3QTM7U96,0312-5a54cbf3-4d0e-484b-b7f8-ecb4b63910f7,0.0,human,pilot4b,Pi,yes,0.0,,L,listener,360,try to follow their instructions,1599610098279.0,1744181,0,False
0,5f58250b1034572e668810dc,3180JW2OT8CI4GFLRS43T4NXYHL5JI,no,yes,exitSurvey,APH3EPVEQ7N8F,4816-c8353af9-d568-4b5f-afb3-505f27d7ac42,0.0,human,pilot4b,C,yes,1.0,,L,speaker,360,tough ont,1599612171854.0,3460622,0,False
1,5f58250c1034572e668810de,3IQ1VMJRYXKQ4AET0C47CLPGUR09AP,no,yes,exitSurvey,A13PCA27Z3ZTPZ,4816-c8353af9-d568-4b5f-afb3-505f27d7ac42,0.0,human,pilot4b,C,yes,1.0,,L,listener,360,as per partner instructions followed,1599612172259.0,3215673,0,False
0,5f58242d1034572e668810b1,3YZ8UPK3VXMCHHZUI1VPEC2I7F4CUU,none,yes,exitSurvey,A1OONOQKMO9R8L,0738-513adaa7-2548-44a4-8d01-7e2fb3ecbfd4,1.0,program,pilot4b,Pi,yes,0.0,,L,listener,560,"once i realized there were only so many shapes to make, I focused on how to make those shapes quickly",1599611949806.0,1939882,0,False
1,5f5824401034572e668810b2,3TVRFO09GOFX1PNV0JZB12R9V6ZXLN,No problems at all!,yes,exitSurvey,A26LOVXF4QZZCO,0738-513adaa7-2548-44a4-8d01-7e2fb3ecbfd4,1.0,human,pilot4b,Pi,yes,0.0,,L,speaker,560,"at first I gave block by block instructions, but then we transitioned to naming the whole structures and I just said which side to put them on~~~",1599611968662.0,1980670,0,False
0,5f5822771034572e66881035,3TXMY6UCAIOKPOSD1SBK4B5T4UYCQP,no,yes,exitSurvey,A15T9HDPHV3X7Q,8529-ce091a56-8932-4fe7-a4c7-ad784337405c,2.0,human,pilot4b,Pi,yes,1.0,,L,speaker,555,issuing the commands in the shortest possible way,1599611511637.0,1392562,0,False
1,5f5822851034572e6688103a,3LJ7UR74RLDWRN26SLDLHJY076UN40,No,yes,exitSurvey,A345TDMHP3DQ3G,8529-ce091a56-8932-4fe7-a4c7-ad784337405c,1.0,human,pilot4b,Pi,yes,1.0,,L,listener,555,I mapped out what the column values were for the columns to the right and left of the red lines so I would be able to quickly and efficiently place the blocks when instructed~~~,1599611525832.0,1389118,0,False
0,5f582c201034572e66881333,3QIYRE09Y7HFZO5N53UJJLRXVMKN1N,None,yes,exitSurvey,A1LZNQ6Q5JNTZE,6057-ea3e45ad-63dd-4963-8bea-3004acfdc651,1.0,human,pilot4b,C,yes,1.0,,L,listener,320,Follow partner instruction,1599613984247.0,2712847,0,True
1,5f582c3f1034572e66881338,37U1UTWH9ZMIPMH0XVKF7FJFAQJR85,took a long time for partner to respond at first~~~ The partner just randomly placed blocks~~~,yes,exitSurvey,A2SBN9B6Q3DN2X,6057-ea3e45ad-63dd-4963-8bea-3004acfdc651,0.0,human,pilot4b,C,yes,1.0,,L,speaker,320,i tried to give very simple clear instructions,1599614015806.0,2754362,0,True
0,5f582a9b1034572e668812bd,3PB5A5BD0Z6N0I337FYXUB9DXX5G7E,,yes,exitSurvey,A2S591ZMEWMA5C,8226-ad7da0ed-7f5e-4d5d-a0ab-c8f9c924512e,1.0,human,pilot4b,Pi,yes,1.0,,C,listener,525,Figuring out my teammates instructions~~~ They were bad~~~,1599613595803.0,1823069,0,False
1,5f582ab41034572e668812c4,3OCHAWUVGSKMHJ5DFJNAM2EU66UKX7,no,yes,exitSurvey,A1GKD3NG1NNHRP,8226-ad7da0ed-7f5e-4d5d-a0ab-c8f9c924512e,2.0,human,pilot4b,Pi,yes,1.0,,C,speaker,525,tried to visualize each side as a letter or object to the other person,1599613620900.0,1858990,0,False
0,5f5828d51034572e66881207,3Y4W8Q93L3KMZOU8NN05U4MJ6NSVD7,,yes,exitSurvey,A2C7TMRC2QHTIW,3196-c523b7b2-0fe5-4857-a1c4-8b60628602fe,0.0,human,pilot4b,Pi,yes,0.0,,L,speaker,565,Describe shapes~~~ Later in experiment create nicknames for these shapes,1599613141672.0,1363055,0,False
1,5f5828f41034572e66881213,3QJOXOW4XNR817EZ5QAYDQLRF5XMEO,None,yes,exitSurvey,A3L5XFNSOY6QET,3196-c523b7b2-0fe5-4857-a1c4-8b60628602fe,0.0,human,pilot4b,Pi,yes,0.0,,L,listener,565,"We started off going step by step~~~ My partner used a code name to describe each shape, namely the letter each tower looked like and then was able to just say the name and I knew how to build itt~~~",1599613172150.0,1194622,0,False
0,5f582d321034572e6688135c,3IFS6Q0HJMJNF7TQL6WBAEIPZODISY,No~~~ This was really fun!,yes,exitSurvey,A3GQR89E66AQJY,4338-9f5cbb3a-a351-45e4-9b99-dc2737fd4658,0.0,human,pilot4b,Pi,yes,0.0,,C,listener,575,Follow the directions! Good job to the architect!,1599614258647.0,1435826,0,False
1,5f582d361034572e6688135d,3C5W7UE9CJQH775G0V0Q1F6YVCZMXQ,no problems,yes,exitSurvey,A37E2SOKV6I0VZ,4338-9f5cbb3a-a351-45e4-9b99-dc2737fd4658,0.0,human,pilot4b,Pi,yes,0.0,,C,speaker,575,I described the map I was seeing using x's and o's that correspond to the blocks~~~,1599614262495.0,1753979,0,False
0,5f59101f1034572e6688143f,3HL8HNGX491L01V1BSQZQM07RDF9FG,"No problems, in fact that was one of the most fun HITs I've ever done~~~ There was a simple joy to it~~~",yes,exitSurvey,A366TZDVJK02PN,9727-37a58c13-7178-412c-88d0-6b8841439106,0.0,human,pilot4b,C,yes,0.0,,L,speaker,545,"I just tried to be as clear as possible, and then I started coming up with terms for the different structures~~~ That freed up clarification space for positive encouragement~~~",1599672351483.0,1788371,0,False
1,5f59101f1034572e66881440,3U5NZHP4LV2Q6K2EN7AWFXCZCW9PHO,Clicking was a bit sticking on placement and cause a couple misplacements~~~,yes,exitSurvey,A34UER5ZQ5APMB,9727-37a58c13-7178-412c-88d0-6b8841439106,0.0,human,pilot4b,C,yes,0.0,,L,listener,545,We developed a naming convention for the shapes and were able to complete everything in 2 turns after a couple rounds~~~,1599672351520.0,1746641,0,False
0,5f59189f1034572e66881714,3OLQQLKKNWPI0Z8E2TX6XYTABHBEJX,characters are limited,yes,exitSurvey,A20VSXSWYF1XJM,9198-ddb2f495-928f-482e-a81e-fd8755cc44d1,1.0,human,pilot4b,Pi,yes,0.0,,C,speaker,345,followed by instructions,1599674527962.0,3026126,0,False
1,5f5918c01034572e6688171d,31Q0U3WYDTFQW3D0PWDUNO57VD817V,nope,yes,exitSurvey,ACLKUKURK2UUD,9198-ddb2f495-928f-482e-a81e-fd8755cc44d1,1.0,human,pilot4b,Pi,yes,0.0,,C,listener,345,i followed the architects instructions,1599674560572.0,2851607,0,False
0,5f59170f1034572e66881653,3AMW0RGHOH2IGGOPQ559KH9VY8IPNX,no,yes,exitSurvey,A1N7O7E8HC03D8,7107-bbffa80b-65e8-48c4-8dda-3b66c9290064,0.0,human,pilot4b,Pi,yes,2.0,,L,listener,565,I read the instructions carefully as my partner was very specific and accurate~~~,1599674127312.0,2038951,0,False
1,5f5917cc1034572e668816b4,3MMN5BL1W345R9Y2G6T2UZHUOMH3M0,I didn't run into any other problems during the experiment~~~ Maybe the timer to give instructions could be a little longer~~~,yes,exitSurvey,A318M33K2896OL,7107-bbffa80b-65e8-48c4-8dda-3b66c9290064,0.0,human,pilot4b,Pi,yes,2.0,,L,speaker,565,I gave my partner the location of blocks by the column number~~~ I also eventually told them the shape style to get through each shape with less instructions,1599674316251.0,2331429,0,False
0,5f591c1c1034572e66881856,3K4J6M3CXIT5JK11EIAH42B3YAZAGX,Being specific helped~~~ I didn't notice any problems~~~ Thank you! It was fun,yes,exitSurvey,A3MD34XEB4H6JF,6242-04991283-d3ba-401d-808a-e75f1fae51c0,0.0,human,pilot4b,Pi,yes,2.0,,C,speaker,500,I think we learned and could abbreviate instructions after patterns were repeated~~~,1599675420370.0,3248254,0,False
1,5f591c3a1034572e6688185e,3N4BPTXIOCSU0FBIAECN2VFQCU5UKT,I probably would have done it differently if I had been the architect~~~ I would have created a grid (A1 bottom left) and used that to place the blocks~~~,yes,exitSurvey,A2PLJREKV92BZN,6242-04991283-d3ba-401d-808a-e75f1fae51c0,0.0,human,pilot4b,Pi,yes,2.0,,C,listener,500,I tried to understand the instructions of my partner as best as I could~~~ I made one mistake on the L shape when I reversed it~~~ I also began to understand the shapes he mentioned~~~,1599675450905.0,2775001,0,False
0,5f591c161034572e66881855,3O6CYIULEH1LVF5ZZSVQQ69LZ1EWUR,,yes,exitSurvey,AE8463V6PNJMV,0110-5784fec9-109a-4d7a-a343-4820f4d42144,0.0,human,pilot4b,Pi,yes,0.0,,L,speaker,535,be simple and concise,1599675414526.0,2705609,0,False
1,5f591c461034572e66881860,3TYCR1GOTGJM6KNA11NWYN7K3CQLZD,"No, everything went smoothly~~~",yes,exitSurvey,A23WCDJKAT0RN5,0110-5784fec9-109a-4d7a-a343-4820f4d42144,0.0,human,pilot4b,Pi,yes,0.0,,L,listener,535,"My partner gave very good instructions~~~ We had a hard time during the first couple rounds, but after that, we started to understand instructions better and identify things we'd done in previous rounds that were applicable to the round we were working on~~~",1599675462712.0,2633632,0,False
0,5f591f581034572e66881989,3X4MXAO0BKOTFNDIVY0LLVM1S2AWRN,No,yes,exitSurvey,A3SH7B3UK915FC,3059-050cd068-aa3c-4719-b35e-f00f7bda528f,0.0,human,pilot4b,Pi,yes,0.0,,C,listener,445,Going one block at a time,1599676248248.0,3130417,0,True
1,5f591f6a1034572e66881995,3DQQ64TANKL83AX3I6WWG0MMRKMWPV,no,yes,exitSurvey,A2UETT92P31OCW,3059-050cd068-aa3c-4719-b35e-f00f7bda528f,0.0,human,pilot4b,Pi,yes,0.0,,C,speaker,445,My stragety was to describe shapes we had already used,1599676266362.0,3299980,0,True
0,5f591fa01034572e668819a4,3SNVL38CI8SYELUIONRN8PTK5VBKCO,no,yes,exitSurvey,ALTMSSCYKZS8Z,2708-886eba61-2274-429a-bd7e-05b4e0a5630d,1.0,human,pilot4b,Pi,yes,2.0,,L,speaker,460,using left and right direction and counting the blank space,1599676320273.0,2941915,0,False
1,5f591fb51034572e668819a7,3OS4RQUCRDF4OUAY9C4VHSVXFEUFBA,none,yes,exitSurvey,AMNRYECHXZY34,2708-886eba61-2274-429a-bd7e-05b4e0a5630d,1.0,human,pilot4b,Pi,yes,2.0,,L,listener,460,I just tried to follow exactly what my partner wrote in the instructions~~~ I didn't question the instructions that they gave~~~,1599676341797.0,2871900,0,False
0,5f591f6f1034572e66881999,3X65QVEQI4N9YRC09N3ONP6ZUVGCLJ,"Nope, cool study!",yes,exitSurvey,A1DT85NV46PRGD,7626-0712c1b0-02c7-4b3a-b96c-e0a592c7060a,0.0,human,pilot4b,Pi,yes,1.0,,C,speaker,535,"I found the shapes, they figured the shapes~~~ I ended up just calling out shapes effectively~~~",1599676271477.0,1810678,0,False
1,5f591f891034572e6688199f,3T3IWE1XGAN1B5UONE6ATL5XSN8TQD,None,yes,exitSurvey,A1PTK745LEZ0QB,7626-0712c1b0-02c7-4b3a-b96c-e0a592c7060a,0.0,human,pilot4b,Pi,yes,1.0,,C,listener,535,Listen to my partner's directions as closely as possible to build the correct towers,1599676297161.0,1719727,0,False
0,5f5922701034572e66881a8a,3TXD01ZLD8H9MDMFPMP7VEQUF93U4T,No,yes,exitSurvey,A1F9KLZGHE9DTA,4775-f8e92f00-dc0e-4a42-9216-2d1feab7e57c,0.0,human,pilot4b,C,yes,0.0,,L,speaker,550,To come up with shorthand ASAP and then rely on that once there was an understanding~~~,1599677040662.0,1533150,0,False
1,5f59228d1034572e66881a96,3UOUJI6MTHE0KFAP9XRCSPNS849XUC,No~~~ This was a beautifully designed and enjoyable experiment~~~,yes,exitSurvey,A2WPKP73S4MBLK,4775-f8e92f00-dc0e-4a42-9216-2d1feab7e57c,0.0,human,pilot4b,C,yes,0.0,,L,listener,550,I simply listened to the instructions my partner sent me and attempted to follow them as closely as possible~~~,1599677069661.0,1484072,0,False
0,5f5925541034572e66881b79,3LPW2N6LKX2RIWQF3R8H06W8F505UB,No,yes,exitSurvey,A25J04LR39TDQA,9490-cb77fe92-e6e1-4001-a08f-08df199b273b,0.0,human,pilot4b,Pi,yes,1.0,,C,listener,330,The partner's instructions were not clear~~~ I placed the objects from previous rounds shapes~~~,1599677780107.0,1757754,0,True
1,5f5925561034572e66881b7b,39GXDJN2OXEAITYH6FPP8C8IV218VW,none,yes,exitSurvey,A1FJ9EGNO1DF60,9490-cb77fe92-e6e1-4001-a08f-08df199b273b,1.0,human,pilot4b,Pi,yes,1.0,,C,speaker,330,i focused more on achieving at least one full pattern first,1599677782937.0,2062802,0,True
0,5f592b591034572e66881d80,373ERPL3YS81N69O0TVAYBF2O9ATRE,,yes,exitSurvey,A1DIW2K1J89CMO,3630-b1e7fd9f-7c24-40d4-b76e-f01c2526d1e8,0.0,program,pilot4b,C,yes,1.0,,L,speaker,460,"I had no strategy, I just adjusted how I did things as I went along~~~",1599679321673.0,3235704,0,False
1,5f592bdc1034572e66881d88,34QN5IT0T3RUPSX13I10NJIS16X80D,No~~~,yes,exitSurvey,A15XX0WDRG29E7,3630-b1e7fd9f-7c24-40d4-b76e-f01c2526d1e8,0.0,human,pilot4b,C,yes,1.0,,L,listener,460,I tried to follow the instructions of my partner as much as possible~~~,1599679452870.0,3283421,0,False
0,5f592ac81034572e66881d70,3DIP6YHAPGSTGICVBP0F88KWV78E86,no,yes,exitSurvey,A1TPGXT718D68E,2409-8e3cd70d-3066-4782-9d23-e3fecd179ac1,0.0,human,pilot4b,C,yes,0.0,,L,speaker,510,"I tried to figure out the easiest, most efficient way of communicating~~~",1599679176124.0,2816527,0,False
1,5f592ac91034572e66881d71,34S6N1K2ZZJ0FZNGVFHPYG3F7NYHLA,no,yes,exitSurvey,A3L2FPKRD46FRW,2409-8e3cd70d-3066-4782-9d23-e3fecd179ac1,0.0,human,pilot4b,C,yes,0.0,,L,listener,510,i just paid attention and tried to look at the early instructions to help find my place~~~,1599679177200.0,2663431,0,False
0,5f592a8f1034572e66881d63,3M68NM076L7VL8YC4GNHN1NO415R67,fun,yes,exitSurvey,A3NMQ3019X6YE0,5824-1d0a0b64-ca3c-482d-ab90-eeda3acc7483,1.0,human,pilot4b,C,yes,0.0,,L,speaker,520,"Gave step by step instructions, until realized a pattern and told how it was similar to previous rounds, or well known objects~~~",1599679119112.0,2572303,0,False
1,5f592ad71034572e66881d74,34QN5IT0T3RUPSX13I10NJIS16X085,"I accidentally clicked too early once in placing a block~~~ There ought to be a way to correct a misplaced block before hitting ""Done~~~""",yes,exitSurvey,A2BBFG0J0TJI78,5824-1d0a0b64-ca3c-482d-ab90-eeda3acc7483,1.0,human,pilot4b,C,yes,0.0,,L,listener,520,"As builder, I just tried to follow ""architect"" instructions~~~",1599679191348.0,2502384,0,False
0,5f5929801034572e66881d07,3UN61F00H0PZ24YYZXDCVV9O86W5R7,no problems~~~,yes,exitSurvey,A3NJML8QQIXTAZ,5156-be8ae9d7-0f4f-4f69-9d5b-fa70394f9dea,0.0,human,pilot4b,C,yes,1.0,,L,speaker,545,"I described the shapes to look like things~~~ An arch, a tall skinny C, an L",1599678848720.0,2148698,0,True
1,5f5929921034572e66881d0c,3IRIK4HM3EKRF69TMJXMY6O240X6CB,none,yes,exitSurvey,A1J19UOHNI0UOC,5156-be8ae9d7-0f4f-4f69-9d5b-fa70394f9dea,0.0,human,pilot4b,C,yes,1.0,,L,listener,545,To learn and remember and if I wasn't sure where to place the block to say done,1599678866707.0,1901323,0,True
